,path,emotion
4445,data/training\Actor_26\1624_26_01_01_01_check_negative.wav,negative
4446,data/training\Actor_26\1625_26_01_01_01_check-converted-manipulated-_negative.wav,negative
4447,data/training\Actor_26\1625_26_01_01_01_check_negative.wav,negative
4448,data/training\Actor_26\1627_26_01_01_01_check-converted-manipulated-_negative.wav,negative
4449,data/training\Actor_26\1627_26_01_01_01_check_negative.wav,negative
4450,data/training\Actor_26\1628_26_01_01_01_cheek-manipulated-_negative.wav,negative
4451,data/training\Actor_26\1628_26_01_01_01_cheek_negative.wav,negative
4452,data/training\Actor_26\1629_26_01_01_01_cheek-manipulated-_negative.wav,negative
4453,data/training\Actor_26\1629_26_01_01_01_cheek_negative.wav,negative
4454,data/training\Actor_26\1631_26_01_01_01_cheek-manipulated-_negative.wav,negative
4455,data/training\Actor_26\1631_26_01_01_01_cheek_negative.wav,negative
4456,data/training\Actor_26\1632_26_01_01_01_chief-converted-manipulated-_negative.wav,negative
4457,data/training\Actor_26\1632_26_01_01_01_chief_negative.wav,negative
4458,data/training\Actor_26\1633_26_01_01_01_chief-manipulated-_negative.wav,negative
4459,data/training\Actor_26\1633_26_01_01_01_chief_negative.wav,negative
4460,data/training\Actor_26\1635_26_01_01_01_chief-converted-manipulated-_negative.wav,negative
4461,data/training\Actor_26\1635_26_01_01_01_chief_negative.wav,negative
4462,data/training\Actor_26\1636_26_01_01_01_choice-converted-manipulated-_negative.wav,negative
4463,data/training\Actor_26\1636_26_01_01_01_choice_negative.wav,negative
4464,data/training\Actor_26\1637_26_01_01_01_choice-converted-manipulated-_negative.wav,negative
4465,data/training\Actor_26\1637_26_01_01_01_choice_negative.wav,negative
4466,data/training\Actor_26\1639_26_01_01_01_choice-converted-manipulated-_negative.wav,negative
4467,data/training\Actor_26\1639_26_01_01_01_choice_negative.wav,negative
4468,data/training\Actor_26\1640_26_01_01_01_cool-manipulated-_negative.wav,negative
4469,data/training\Actor_26\1640_26_01_01_01_cool_negative.wav,negative
4470,data/training\Actor_26\1641_26_01_01_01_cool-converted-manipulated-_negative.wav,negative
4471,data/training\Actor_26\1641_26_01_01_01_cool_negative.wav,negative
4472,data/training\Actor_26\1643_26_01_01_01_cool-manipulated-_negative.wav,negative
4473,data/training\Actor_26\1643_26_01_01_01_cool_negative.wav,negative
4474,data/training\Actor_26\1644_26_01_01_01_dab-converted-manipulated-_negative.wav,negative
4475,data/training\Actor_26\1644_26_01_01_01_dab_negative.wav,negative
4476,data/training\Actor_26\1645_26_01_01_01_dab-converted-manipulated-_negative.wav,negative
4477,data/training\Actor_26\1645_26_01_01_01_dab_negative.wav,negative
4478,data/training\Actor_26\1647_26_01_01_01_dab-manipulated-_negative.wav,negative
4479,data/training\Actor_26\1647_26_01_01_01_dab_negative.wav,negative
4480,data/training\Actor_26\1648_26_01_01_01_date-converted-manipulated-_negative.wav,negative
4481,data/training\Actor_26\1648_26_01_01_01_date_negative.wav,negative
4482,data/training\Actor_26\1649_26_01_01_01_date-converted-manipulated-_negative.wav,negative
4483,data/training\Actor_26\1649_26_01_01_01_date_negative.wav,negative
4484,data/training\Actor_26\1651_26_01_01_01_date-converted-manipulated-_negative.wav,negative
4485,data/training\Actor_26\1651_26_01_01_01_date_negative.wav,negative
4486,data/training\Actor_26\1652_26_01_01_01_dead-converted-manipulated-_negative.wav,negative
4487,data/training\Actor_26\1652_26_01_01_01_dead_negative.wav,negative
4488,data/training\Actor_26\1653_26_01_01_01_dead-manipulated-_negative.wav,negative
4489,data/training\Actor_26\1653_26_01_01_01_dead_negative.wav,negative
4490,data/training\Actor_26\1655_26_01_01_01_dead-manipulated-_negative.wav,negative
4491,data/training\Actor_26\1655_26_01_01_01_dead_negative.wav,negative
4492,data/training\Actor_26\1656_26_01_01_01_death-converted-manipulated-_negative.wav,negative
4493,data/training\Actor_26\1656_26_01_01_01_death_negative.wav,negative
4494,data/training\Actor_26\1657_26_01_01_01_death-manipulated-_negative.wav,negative
4495,data/training\Actor_26\1657_26_01_01_01_death_negative.wav,negative
4496,data/training\Actor_26\1659_26_01_01_01_death-converted-manipulated-_negative.wav,negative
4497,data/training\Actor_26\1659_26_01_01_01_death_negative.wav,negative
4498,data/training\Actor_26\1660_26_01_01_01_deep-manipulated-_negative.wav,negative
4499,data/training\Actor_26\1660_26_01_01_01_deep_negative.wav,negative
4500,data/training\Actor_26\1661_26_01_01_01_deep-converted-manipulated-_negative.wav,negative
4501,data/training\Actor_26\1661_26_01_01_01_deep_negative.wav,negative
4502,data/training\Actor_26\1663_26_01_01_01_deep-converted-manipulated-_negative.wav,negative
4503,data/training\Actor_26\1663_26_01_01_01_deep_negative.wav,negative
4504,data/training\Actor_26\1664_26_01_01_01_dime-converted-manipulated-_negative.wav,negative
4505,data/training\Actor_26\1664_26_01_01_01_dime_negative.wav,negative
4506,data/training\Actor_26\1665_26_01_01_01_dime-converted-manipulated-_negative.wav,negative
4507,data/training\Actor_26\1665_26_01_01_01_dime_negative.wav,negative
4508,data/training\Actor_26\1666_26_01_01_01_dime-converted-manipulated-_negative.wav,negative
4509,data/training\Actor_26\1666_26_01_01_01_dime_negative.wav,negative
4510,data/training\Actor_26\1667_26_01_01_01_dip-converted-manipulated-_negative.wav,negative
4511,data/training\Actor_26\1667_26_01_01_01_dip_negative.wav,negative
4512,data/training\Actor_26\1668_26_01_01_01_dip-converted-manipulated-_negative.wav,negative
4513,data/training\Actor_26\1668_26_01_01_01_dip_negative.wav,negative
4514,data/training\Actor_26\1669_26_01_01_01_dip-converted-manipulated-_negative.wav,negative
4515,data/training\Actor_26\1669_26_01_01_01_dip_negative.wav,negative
4516,data/training\Actor_26\1670_26_01_01_01_ditch-manipulated-_negative.wav,negative
4517,data/training\Actor_26\1670_26_01_01_01_ditch_negative.wav,negative
4518,data/training\Actor_26\1671_26_01_01_01_ditch-converted-manipulated-_negative.wav,negative
4519,data/training\Actor_26\1671_26_01_01_01_ditch_negative.wav,negative
4520,data/training\Actor_26\1672_26_01_01_01_ditch-converted-manipulated-_negative.wav,negative
4521,data/training\Actor_26\1672_26_01_01_01_ditch_negative.wav,negative
4522,data/training\Actor_26\1673_26_01_01_01_dodge-converted-manipulated-_negative.wav,negative
4523,data/training\Actor_26\1673_26_01_01_01_dodge_negative.wav,negative
4524,data/training\Actor_26\1674_26_01_01_01_dodge-converted-manipulated-_negative.wav,negative
4525,data/training\Actor_26\1674_26_01_01_01_dodge_negative.wav,negative
4526,data/training\Actor_26\1675_26_01_01_01_dodge-converted-manipulated-_negative.wav,negative
4527,data/training\Actor_26\1675_26_01_01_01_dodge_negative.wav,negative
4528,data/training\Actor_26\1676_26_01_01_01_dog-converted-manipulated-_negative.wav,negative
4529,data/training\Actor_26\1676_26_01_01_01_dog_negative.wav,negative
4530,data/training\Actor_26\1677_26_01_01_01_dog-converted-manipulated-_negative.wav,negative
4531,data/training\Actor_26\1677_26_01_01_01_dog_negative.wav,negative
4532,data/training\Actor_26\1678_26_01_01_01_dog-manipulated-_negative.wav,negative
4533,data/training\Actor_26\1678_26_01_01_01_dog_negative.wav,negative
4534,data/training\Actor_26\1679_26_01_01_01_doll-converted-manipulated-_negative.wav,negative
4535,data/training\Actor_26\1679_26_01_01_01_doll_negative.wav,negative
4536,data/training\Actor_26\1680_26_01_01_01_doll-converted-manipulated-_negative.wav,negative
4537,data/training\Actor_26\1680_26_01_01_01_doll_negative.wav,negative
4538,data/training\Actor_26\1681_26_01_01_01_doll-manipulated-_negative.wav,negative
4539,data/training\Actor_26\1681_26_01_01_01_doll_negative.wav,negative
4540,data/training\Actor_26\1682_26_01_01_01_door-converted-manipulated-_negative.wav,negative
4541,data/training\Actor_26\1682_26_01_01_01_door_negative.wav,negative
4542,data/training\Actor_26\1683_26_01_01_01_door-converted-manipulated-_negative.wav,negative
4543,data/training\Actor_26\1683_26_01_01_01_door_negative.wav,negative
4544,data/training\Actor_26\1685_26_01_01_01_door-manipulated-_negative.wav,negative
4545,data/training\Actor_26\1685_26_01_01_01_door_negative.wav,negative
4546,data/training\Actor_26\1686_26_01_01_01_fail-converted-manipulated-_negative.wav,negative
4547,data/training\Actor_26\1686_26_01_01_01_fail_negative.wav,negative
4548,data/training\Actor_26\1687_26_01_01_01_fail-converted-manipulated-_negative.wav,negative
4549,data/training\Actor_26\1687_26_01_01_01_fail_negative.wav,negative
4550,data/training\Actor_26\1689_26_01_01_01_fail-converted-manipulated-_negative.wav,negative
4551,data/training\Actor_26\1689_26_01_01_01_fail_negative.wav,negative
4552,data/training\Actor_26\1690_26_01_01_01_fall-manipulated-_negative.wav,negative
4553,data/training\Actor_26\1690_26_01_01_01_fall_negative.wav,negative
4554,data/training\Actor_26\1691_26_01_01_01_fall-manipulated-_negative.wav,negative
4555,data/training\Actor_26\1691_26_01_01_01_fall_negative.wav,negative
4556,data/training\Actor_26\1693_26_01_01_01_fall-converted-manipulated-_negative.wav,negative
4557,data/training\Actor_26\1693_26_01_01_01_fall_negative.wav,negative
4558,data/training\Actor_26\1694_26_01_01_01_far-converted-manipulated-_negative.wav,negative
4559,data/training\Actor_26\1694_26_01_01_01_far_negative.wav,negative
4560,data/training\Actor_26\1695_26_01_01_01_far-converted-manipulated-_negative.wav,negative
4561,data/training\Actor_26\1695_26_01_01_01_far_negative.wav,negative
4562,data/training\Actor_26\1697_26_01_01_01_far-converted-manipulated-_negative.wav,negative
4563,data/training\Actor_26\1697_26_01_01_01_far_negative.wav,negative
4564,data/training\Actor_26\1698_26_01_01_01_fat-converted-manipulated-_negative.wav,negative
4565,data/training\Actor_26\1698_26_01_01_01_fat_negative.wav,negative
4566,data/training\Actor_26\1699_26_01_01_01_fat-manipulated-_negative.wav,negative
4567,data/training\Actor_26\1699_26_01_01_01_fat_negative.wav,negative
4568,data/training\Actor_26\1701_26_01_01_01_fat-manipulated-_negative.wav,negative
4569,data/training\Actor_26\1701_26_01_01_01_fat_negative.wav,negative
4570,data/training\Actor_26\1702_26_01_01_01_fit-converted-manipulated-_negative.wav,negative
4571,data/training\Actor_26\1702_26_01_01_01_fit_negative.wav,negative
4572,data/training\Actor_26\1703_26_01_01_01_fit-converted-manipulated-_negative.wav,negative
4573,data/training\Actor_26\1703_26_01_01_01_fit_negative.wav,negative
4574,data/training\Actor_26\1705_26_01_01_01_fit-converted-manipulated-_negative.wav,negative
4575,data/training\Actor_26\1705_26_01_01_01_fit_negative.wav,negative
4576,data/training\Actor_26\1706_26_01_01_01_five-converted-manipulated-_negative.wav,negative
4577,data/training\Actor_26\1706_26_01_01_01_five_negative.wav,negative
4578,data/training\Actor_26\1707_26_01_01_01_five-converted-manipulated-_negative.wav,negative
4579,data/training\Actor_26\1707_26_01_01_01_five_negative.wav,negative
4580,data/training\Actor_26\1709_26_01_01_01_five-converted-manipulated-_negative.wav,negative
4581,data/training\Actor_26\1709_26_01_01_01_five_negative.wav,negative
4582,data/training\Actor_26\1710_26_01_01_01_food-converted-manipulated-_negative.wav,negative
4583,data/training\Actor_26\1710_26_01_01_01_food_negative.wav,negative
4584,data/training\Actor_26\1711_26_01_01_01_food-converted-manipulated-_negative.wav,negative
4585,data/training\Actor_26\1711_26_01_01_01_food_negative.wav,negative
4586,data/training\Actor_26\1713_26_01_01_01_food-converted-manipulated-_negative.wav,negative
4587,data/training\Actor_26\1713_26_01_01_01_food_negative.wav,negative
4588,data/training\Actor_26\1714_26_01_01_01_gap-converted-manipulated-_negative.wav,negative
4589,data/training\Actor_26\1714_26_01_01_01_gap_negative.wav,negative
4590,data/training\Actor_26\1715_26_01_01_01_gap-manipulated-_negative.wav,negative
4591,data/training\Actor_26\1715_26_01_01_01_gap_negative.wav,negative
4592,data/training\Actor_26\1717_26_01_01_01_gap-manipulated-_negative.wav,negative
4593,data/training\Actor_26\1717_26_01_01_01_gap_negative.wav,negative
4594,data/training\Actor_26\1718_26_01_01_01_gas-converted-manipulated-_negative.wav,negative
4595,data/training\Actor_26\1718_26_01_01_01_gas_negative.wav,negative
4596,data/training\Actor_26\1719_26_01_01_01_gas-converted-manipulated-_negative.wav,negative
4597,data/training\Actor_26\1719_26_01_01_01_gas_negative.wav,negative
4598,data/training\Actor_26\1721_26_01_01_01_gas-converted-manipulated-_negative.wav,negative
4599,data/training\Actor_26\1721_26_01_01_01_gas_negative.wav,negative
4600,data/training\Actor_26\1722_26_01_01_01_gaze-manipulated-_negative.wav,negative
4601,data/training\Actor_26\1722_26_01_01_01_gaze_negative.wav,negative
4602,data/training\Actor_26\1723_26_01_01_01_gaze-converted-manipulated-_negative.wav,negative
4603,data/training\Actor_26\1723_26_01_01_01_gaze_negative.wav,negative
4604,data/training\Actor_26\1725_26_01_01_01_gaze-converted-manipulated-_negative.wav,negative
4605,data/training\Actor_26\1725_26_01_01_01_gaze_negative.wav,negative
4606,data/training\Actor_26\1726_26_01_01_01_germ-converted-manipulated-_negative.wav,negative
4607,data/training\Actor_26\1726_26_01_01_01_germ_negative.wav,negative
4608,data/training\Actor_26\1727_26_01_01_01_germ-manipulated-_negative.wav,negative
4609,data/training\Actor_26\1727_26_01_01_01_germ_negative.wav,negative
4610,data/training\Actor_26\1729_26_01_01_01_germ-manipulated-_negative.wav,negative
4611,data/training\Actor_26\1729_26_01_01_01_germ_negative.wav,negative
4612,data/training\Actor_26\1730_26_01_01_01_get-manipulated-_negative.wav,negative
4613,data/training\Actor_26\1730_26_01_01_01_get_negative.wav,negative
4614,data/training\Actor_26\1731_26_01_01_01_get-converted-manipulated-_negative.wav,negative
4615,data/training\Actor_26\1731_26_01_01_01_get_negative.wav,negative
4616,data/training\Actor_26\1733_26_01_01_01_get-converted-manipulated-_negative.wav,negative
4617,data/training\Actor_26\1733_26_01_01_01_get_negative.wav,negative
4618,data/training\Actor_26\1734_26_01_01_01_gin-converted-manipulated-_negative.wav,negative
4619,data/training\Actor_26\1734_26_01_01_01_gin_negative.wav,negative
4620,data/training\Actor_26\1735_26_01_01_01_gin-manipulated-_negative.wav,negative
4621,data/training\Actor_26\1735_26_01_01_01_gin_negative.wav,negative
4622,data/training\Actor_26\1737_26_01_01_01_gin-converted-manipulated-_negative.wav,negative
4623,data/training\Actor_26\1737_26_01_01_01_gin_negative.wav,negative
4624,data/training\Actor_26\1738_26_01_01_01_goal-converted-manipulated-_negative.wav,negative
4625,data/training\Actor_26\1738_26_01_01_01_goal_negative.wav,negative
4626,data/training\Actor_26\1739_26_01_01_01_goal-manipulated-_negative.wav,negative
4627,data/training\Actor_26\1739_26_01_01_01_goal_negative.wav,negative
4628,data/training\Actor_26\1741_26_01_01_01_goal-manipulated-_negative.wav,negative
4629,data/training\Actor_26\1741_26_01_01_01_goal_negative.wav,negative
4630,data/training\Actor_26\1742_26_01_01_01_good-manipulated-_negative.wav,negative
4631,data/training\Actor_26\1742_26_01_01_01_good_negative.wav,negative
4632,data/training\Actor_26\1743_26_01_01_01_good-converted-manipulated-_negative.wav,negative
4633,data/training\Actor_26\1743_26_01_01_01_good_negative.wav,negative
4634,data/training\Actor_26\1745_26_01_01_01_good-manipulated-_negative.wav,negative
4635,data/training\Actor_26\1745_26_01_01_01_good_negative.wav,negative
4636,data/training\Actor_26\1746_26_01_01_01_goose-manipulated-_negative.wav,negative
4637,data/training\Actor_26\1746_26_01_01_01_goose_negative.wav,negative
4638,data/training\Actor_26\1747_26_01_01_01_goose-converted-manipulated-_negative.wav,negative
4639,data/training\Actor_26\1747_26_01_01_01_goose_negative.wav,negative
4640,data/training\Actor_26\1749_26_01_01_01_goose-converted-manipulated-_negative.wav,negative
4641,data/training\Actor_26\1749_26_01_01_01_goose_negative.wav,negative
4642,data/training\Actor_26\1750_26_01_01_01_gun-converted-manipulated-_negative.wav,negative
4643,data/training\Actor_26\1750_26_01_01_01_gun_negative.wav,negative
4644,data/training\Actor_26\1751_26_01_01_01_gun-converted-manipulated-_negative.wav,negative
4645,data/training\Actor_26\1751_26_01_01_01_gun_negative.wav,negative
4646,data/training\Actor_26\1753_26_01_01_01_gun-converted-manipulated-_negative.wav,negative
4647,data/training\Actor_26\1753_26_01_01_01_gun_negative.wav,negative
4648,data/training\Actor_26\1754_26_01_01_01_half-converted-manipulated-_negative.wav,negative
4649,data/training\Actor_26\1754_26_01_01_01_half_negative.wav,negative
4650,data/training\Actor_26\1755_26_01_01_01_half-manipulated-_negative.wav,negative
4651,data/training\Actor_26\1755_26_01_01_01_half_negative.wav,negative
4652,data/training\Actor_26\1756_26_01_01_01_half-converted-manipulated-_negative.wav,negative
4653,data/training\Actor_26\1756_26_01_01_01_half_negative.wav,negative
4654,data/training\Actor_26\1757_26_01_01_01_hall-converted-manipulated-_negative.wav,negative
4655,data/training\Actor_26\1757_26_01_01_01_hall_negative.wav,negative
4656,data/training\Actor_26\1758_26_01_01_01_hall-manipulated-_negative.wav,negative
4657,data/training\Actor_26\1758_26_01_01_01_hall_negative.wav,negative
4658,data/training\Actor_26\1759_26_01_01_01_hall-converted-manipulated-_negative.wav,negative
4659,data/training\Actor_26\1759_26_01_01_01_hall_negative.wav,negative
4660,data/training\Actor_26\1760_26_01_01_01_hash-manipulated-_negative.wav,negative
4661,data/training\Actor_26\1760_26_01_01_01_hash_negative.wav,negative
4662,data/training\Actor_26\1761_26_01_01_01_hash-converted-manipulated-_negative.wav,negative
4663,data/training\Actor_26\1761_26_01_01_01_hash_negative.wav,negative
4664,data/training\Actor_26\1762_26_01_01_01_hash-converted-manipulated-_negative.wav,negative
4665,data/training\Actor_26\1762_26_01_01_01_hash_negative.wav,negative
4666,data/training\Actor_26\1763_26_01_01_01_hate-converted-manipulated-_negative.wav,negative
4667,data/training\Actor_26\1763_26_01_01_01_hate_negative.wav,negative
4668,data/training\Actor_26\1764_26_01_01_01_hate-converted-manipulated-_negative.wav,negative
4669,data/training\Actor_26\1764_26_01_01_01_hate_negative.wav,negative
4670,data/training\Actor_26\1765_26_01_01_01_hate-manipulated-_negative.wav,negative
4671,data/training\Actor_26\1765_26_01_01_01_hate_negative.wav,negative
4672,data/training\Actor_26\1766_26_01_01_01_have-manipulated-_negative.wav,negative
4673,data/training\Actor_26\1766_26_01_01_01_have_negative.wav,negative
4674,data/training\Actor_26\1767_26_01_01_01_have-converted-manipulated-_negative.wav,negative
4675,data/training\Actor_26\1767_26_01_01_01_have_negative.wav,negative
4676,data/training\Actor_26\1768_26_01_01_01_have-converted-manipulated-_negative.wav,negative
4677,data/training\Actor_26\1768_26_01_01_01_have_negative.wav,negative
4678,data/training\Actor_26\1769_26_01_01_01_haze-converted-manipulated-_negative.wav,negative
4679,data/training\Actor_26\1769_26_01_01_01_haze_negative.wav,negative
4680,data/training\Actor_26\1770_26_01_01_01_haze-converted-manipulated-_negative.wav,negative
4681,data/training\Actor_26\1770_26_01_01_01_haze_negative.wav,negative
4682,data/training\Actor_26\1771_26_01_01_01_haze-converted-manipulated-_negative.wav,negative
4683,data/training\Actor_26\1771_26_01_01_01_haze_negative.wav,negative
4684,data/training\Actor_26\1772_26_01_01_01_hire-converted-manipulated-_negative.wav,negative
4685,data/training\Actor_26\1772_26_01_01_01_hire_negative.wav,negative
4686,data/training\Actor_26\1773_26_01_01_01_hire-converted-manipulated-_negative.wav,negative
4687,data/training\Actor_26\1773_26_01_01_01_hire_negative.wav,negative
4688,data/training\Actor_26\1775_26_01_01_01_hire-converted-manipulated-_negative.wav,negative
4689,data/training\Actor_26\1775_26_01_01_01_hire_negative.wav,negative
4690,data/training\Actor_26\1776_26_01_01_01_hit-converted-manipulated-_negative.wav,negative
4691,data/training\Actor_26\1776_26_01_01_01_hit_negative.wav,negative
4692,data/training\Actor_26\1777_26_01_01_01_hit-converted-manipulated-_negative.wav,negative
4693,data/training\Actor_26\1777_26_01_01_01_hit_negative.wav,negative
4694,data/training\Actor_26\1779_26_01_01_01_hit-manipulated-_negative.wav,negative
4695,data/training\Actor_26\1779_26_01_01_01_hit_negative.wav,negative
4696,data/training\Actor_26\1780_26_01_01_01_hole-manipulated-_negative.wav,negative
4697,data/training\Actor_26\1780_26_01_01_01_hole_negative.wav,negative
4698,data/training\Actor_26\1781_26_01_01_01_hole-converted-manipulated-_negative.wav,negative
4699,data/training\Actor_26\1781_26_01_01_01_hole_negative.wav,negative
4700,data/training\Actor_26\1783_26_01_01_01_hole-converted-manipulated-_negative.wav,negative
4701,data/training\Actor_26\1783_26_01_01_01_hole_negative.wav,negative
4702,data/training\Actor_26\1784_26_01_01_01_home-manipulated-_negative.wav,negative
4703,data/training\Actor_26\1784_26_01_01_01_home_negative.wav,negative
4704,data/training\Actor_26\1785_26_01_01_01_home-manipulated-_negative.wav,negative
4705,data/training\Actor_26\1785_26_01_01_01_home_negative.wav,negative
4706,data/training\Actor_26\1787_26_01_01_01_home-converted-manipulated-_negative.wav,negative
4707,data/training\Actor_26\1787_26_01_01_01_home_negative.wav,negative
4708,data/training\Actor_26\1788_26_01_01_01_hurl-converted-manipulated-_negative.wav,negative
4709,data/training\Actor_26\1788_26_01_01_01_hurl_negative.wav,negative
4710,data/training\Actor_26\1789_26_01_01_01_hurl-manipulated-_negative.wav,negative
4711,data/training\Actor_26\1789_26_01_01_01_hurl_negative.wav,negative
4712,data/training\Actor_26\1791_26_01_01_01_hurl-converted-manipulated-_negative.wav,negative
4713,data/training\Actor_26\1791_26_01_01_01_hurl_negative.wav,negative
4714,data/training\Actor_26\1792_26_01_01_01_hush-converted-manipulated-_negative.wav,negative
4715,data/training\Actor_26\1792_26_01_01_01_hush_negative.wav,negative
4716,data/training\Actor_26\1793_26_01_01_01_hush-converted-manipulated-_negative.wav,negative
4717,data/training\Actor_26\1793_26_01_01_01_hush_negative.wav,negative
4718,data/training\Actor_26\1795_26_01_01_01_hush-converted-manipulated-_negative.wav,negative
4719,data/training\Actor_26\1795_26_01_01_01_hush_negative.wav,negative
4720,data/training\Actor_26\1796_26_01_01_01_jail-converted-manipulated-_negative.wav,negative
4721,data/training\Actor_26\1796_26_01_01_01_jail_negative.wav,negative
4722,data/training\Actor_26\1797_26_01_01_01_jail-converted-manipulated-_negative.wav,negative
4723,data/training\Actor_26\1797_26_01_01_01_jail_negative.wav,negative
4724,data/training\Actor_26\1799_26_01_01_01_jail-converted-manipulated-_negative.wav,negative
4725,data/training\Actor_26\1799_26_01_01_01_jail_negative.wav,negative
4726,data/training\Actor_26\1800_26_01_01_01_jar-converted-manipulated-_negative.wav,negative
4727,data/training\Actor_26\1800_26_01_01_01_jar_negative.wav,negative
4728,data/training\Actor_26\1801_26_01_01_01_jar-converted-manipulated-_negative.wav,negative
4729,data/training\Actor_26\1801_26_01_01_01_jar_negative.wav,negative
4730,data/training\Actor_26\1803_26_01_01_01_jar-converted-manipulated-_negative.wav,negative
4731,data/training\Actor_26\1803_26_01_01_01_jar_negative.wav,negative
4732,data/training\Actor_26\1804_26_01_01_01_join-converted-manipulated-_negative.wav,negative
4733,data/training\Actor_26\1804_26_01_01_01_join_negative.wav,negative
4734,data/training\Actor_26\1805_26_01_01_01_join-converted-manipulated-_negative.wav,negative
4735,data/training\Actor_26\1805_26_01_01_01_join_negative.wav,negative
4736,data/training\Actor_26\1807_26_01_01_01_join-converted-manipulated-_negative.wav,negative
4737,data/training\Actor_26\1807_26_01_01_01_join_negative.wav,negative
4738,data/training\Actor_26\1808_26_01_01_01_judge-converted-manipulated-_negative.wav,negative
4739,data/training\Actor_26\1808_26_01_01_01_judge_negative.wav,negative
4740,data/training\Actor_26\1809_26_01_01_01_judge-converted-manipulated-_negative.wav,negative
4741,data/training\Actor_26\1809_26_01_01_01_judge_negative.wav,negative
4742,data/training\Actor_26\1811_26_01_01_01_judge-manipulated-_negative.wav,negative
4743,data/training\Actor_26\1811_26_01_01_01_judge_negative.wav,negative
4744,data/training\Actor_26\1812_26_01_01_01_jug-manipulated-_negative.wav,negative
4745,data/training\Actor_26\1812_26_01_01_01_jug_negative.wav,negative
4746,data/training\Actor_26\1813_26_01_01_01_jug-converted-manipulated-_negative.wav,negative
4747,data/training\Actor_26\1813_26_01_01_01_jug_negative.wav,negative
4748,data/training\Actor_26\1815_26_01_01_01_jug-manipulated-_negative.wav,negative
4749,data/training\Actor_26\1815_26_01_01_01_jug_negative.wav,negative
4750,data/training\Actor_26\1816_26_01_01_01_juice-manipulated-_negative.wav,negative
4751,data/training\Actor_26\1816_26_01_01_01_juice_negative.wav,negative
4752,data/training\Actor_26\1817_26_01_01_01_juice-manipulated-_negative.wav,negative
4753,data/training\Actor_26\1817_26_01_01_01_juice_negative.wav,negative
4754,data/training\Actor_26\1819_26_01_01_01_juice-converted-manipulated-_negative.wav,negative
4755,data/training\Actor_26\1819_26_01_01_01_juice_negative.wav,negative
4756,data/training\Actor_26\1820_26_01_01_01_keen-manipulated-_negative.wav,negative
4757,data/training\Actor_26\1820_26_01_01_01_keen_negative.wav,negative
4758,data/training\Actor_26\1821_26_01_01_01_keen-converted-manipulated-_negative.wav,negative
4759,data/training\Actor_26\1821_26_01_01_01_keen_negative.wav,negative
4760,data/training\Actor_26\1823_26_01_01_01_keen-converted-manipulated-_negative.wav,negative
4761,data/training\Actor_26\1823_26_01_01_01_keen_negative.wav,negative
4762,data/training\Actor_26\1824_26_01_01_01_keep-converted-manipulated-_negative.wav,negative
4763,data/training\Actor_26\1824_26_01_01_01_keep_negative.wav,negative
4764,data/training\Actor_26\1825_26_01_01_01_keep-converted-manipulated-_negative.wav,negative
4765,data/training\Actor_26\1825_26_01_01_01_keep_negative.wav,negative
4766,data/training\Actor_26\1827_26_01_01_01_keep-manipulated-_negative.wav,negative
4767,data/training\Actor_26\1827_26_01_01_01_keep_negative.wav,negative
4768,data/training\Actor_26\1828_26_01_01_01_keg-converted-manipulated-_negative.wav,negative
4769,data/training\Actor_26\1828_26_01_01_01_keg_negative.wav,negative
4770,data/training\Actor_26\1829_26_01_01_01_keg-converted-manipulated-_negative.wav,negative
4771,data/training\Actor_26\1829_26_01_01_01_keg_negative.wav,negative
4772,data/training\Actor_26\1831_26_01_01_01_keg-converted-manipulated-_negative.wav,negative
4773,data/training\Actor_26\1831_26_01_01_01_keg_negative.wav,negative
4774,data/training\Actor_26\1832_26_01_01_01_kick-converted-manipulated-_negative.wav,negative
4775,data/training\Actor_26\1832_26_01_01_01_kick_negative.wav,negative
4776,data/training\Actor_26\1833_26_01_01_01_kick-converted-manipulated-_negative.wav,negative
4777,data/training\Actor_26\1833_26_01_01_01_kick_negative.wav,negative
4778,data/training\Actor_26\1835_26_01_01_01_kick-manipulated-_negative.wav,negative
4779,data/training\Actor_26\1835_26_01_01_01_kick_negative.wav,negative
4780,data/training\Actor_26\1836_26_01_01_01_kill-converted-manipulated-_negative.wav,negative
4781,data/training\Actor_26\1836_26_01_01_01_kill_negative.wav,negative
4782,data/training\Actor_26\1837_26_01_01_01_kill-converted-manipulated-_negative.wav,negative
4783,data/training\Actor_26\1837_26_01_01_01_kill_negative.wav,negative
4784,data/training\Actor_26\1839_26_01_01_01_kill-manipulated-_negative.wav,negative
4785,data/training\Actor_26\1839_26_01_01_01_kill_negative.wav,negative
4786,data/training\Actor_26\1840_26_01_01_01_king-manipulated-_negative.wav,negative
4787,data/training\Actor_26\1840_26_01_01_01_king_negative.wav,negative
4788,data/training\Actor_26\1841_26_01_01_01_king-converted-manipulated-_negative.wav,negative
4789,data/training\Actor_26\1841_26_01_01_01_king_negative.wav,negative
4790,data/training\Actor_26\1843_26_01_01_01_king-converted-manipulated-_negative.wav,negative
4791,data/training\Actor_26\1843_26_01_01_01_king_negative.wav,negative
4792,data/training\Actor_26\1844_26_01_01_01_kite-manipulated-_negative.wav,negative
4793,data/training\Actor_26\1844_26_01_01_01_kite_negative.wav,negative
4794,data/training\Actor_26\1845_26_01_01_01_kite-converted-manipulated-_negative.wav,negative
